TIME 24 HOURS,COUNTY,PLACE,Date DD/MM/YYYY,NORMALIZED_ROAD,TEXT_CLEAN,FINAL_VEHICLE,ACCIDENT_TYPE_PRED,TIMEOFDAY,ROAD CODE
06:30,NAIROBI,NEAR JKIA,2017-08-05,NAIROBI MOMBASA,CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,A109
12:30,NAKURU,GOVERNER AREA,2017-08-05,MAIMAHIU NAIVASHA,CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
22:30,KISII,HOTELI AREA,2017-08-05,NYANGUSU KEROKA,CAR KNOCKED DOWN A M/JPEDESTRIAN,CAR,VICTIM FAULT,NIGHT,OTHER
18:00,EMBU,KARARARI AREA,2017-08-05,KYENI KARURUMO,MOTORCYCLE WAS HIT BY CAR KILLING THE PASSENGER,CAR,DRIVER FAULT,EVENING,OTHER
23:20,MAKUENI,KISINGIONI AREA,2017-08-05,WOTE MAKINDU,MOTORCYCLE RAMMED AT THE REAR OF A BICYCLE,BICYCLE,UNKNOWN,NIGHT,OTHER
10:00,MOMBASA,NEAR SIMBA ROAD JUNCTION,2017-08-04,OLD MOIYNE DRIVE,LOST CONTROL AND RAMMED FROM REAR ONTO MOTORCYCLE,MOTORCYCLE,DRIVER FAULT,MORNING,OTHER
07:00,MARSABIT,NEAR BUBISA,2017-08-04,MARSABIT MOYALE,CAR PUSHE BY WIND HENCE LOOSING CONTROL AND OVERTURNED,CAR,DRIVER FAULT,MORNING,OTHER
16:30,NYAMIRA,AT RANGENYO AREA,2017-08-04,NYAMIRA MIRUKA,CAR LOST CONTROL HITTING PEDESTRIANS,CAR,DRIVER FAULT,AFTERNOON,OTHER
21:30,NYANDARUA,KERISON AREA,2017-08-04,NYAHURURU BOIMAN,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
21:20,NAIROBI,NEAR WORLD BUSINESS CENTER,2017-08-04,TOM MBOYA STREET,CAR HIT PEDESTRIANS CROSSING THE ROAD,CAR,VICTIM FAULT,NIGHT,OTHER
,KITUI,MANGANI VILLAGE,2017-08-04,KITUNGATI KATWALA,HIT A PERSON CROSSING THE ROAD,CAR,VICTIM FAULT,NIGHT,OTHER
23:00,NAKURU,WANYORORO,2017-08-04,MOGOTHE KIRIMA,MOTORCYCLE KNONCKED ADOWN A JUNIOR PLAYING,MOTORCYCLE,UNKNOWN,NIGHT,OTHER
03:20,KIAMBU,KWA KAIRO,2017-08-03,THIKA SUPERHIGHWAY,LOST CONTROL AND RAMMED INTO THE OTHER CAR,CAR,UNKNOWN,NIGHT,A2
21:40,MACHAKOS,EKALAKALA,2017-08-03,MWINGI MATUU,KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
20:30,VIHIGA,IKUMBA,2017-08-03,MAJENGO LUANDA,KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
18:00,NAKURU,OLIVE INN,2017-08-03,RAVINE NAKURU,KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
19:00,HOMABAY,OGONGO,2017-08-03,MBITA HOMABAY,HIT AND RUN,CAR,HIT AND RUN,EVENING,OTHER
14:00,NANDI,SEPTON,2017-08-03,NANDI HILL KIMAKI,LOST CONTROL AND LANDED IN A DITCH,CAR,DRIVER FAULT,AFTERNOON,OTHER
06:00,NAIROBI,NEAR LANGATA NATIONAL HOUSING,2017-08-02,SOUTHERN BY PASS,CAR KNOCKED DOWN A PERSON WHILE CROSSING THE ROAD,CAR,VICTIM FAULT,MORNING,A104S
08:30,BOMET,NEAR KIPTAGICH MARKET,2017-08-02,SILIBWET KIPTAGICH,LOST CONTROL AND OVERTURNED,CAR,DRIVER FAULT,MORNING,OTHER
13:30,NANDI,AT KAMOIYWO ARE,2017-08-02,MOSORIOT KABIYET RDD,CAR HIT FROM REAR A BICYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
12:50,NYERI,AT KANGUBIINI AREA,2017-08-02,MUTHINGA GATITU,LOST CONTROL OF MOTORCYCLE AND THROWN TO THE SHAMBA,MOTORCYCLE,DRIVER FAULT,AFTERNOON,OTHER
15:30,NAIROBI,NEAR BARCLAYS BANK,2017-08-02,KOMBO MUNYIRI,HIT A PERSON WHILE REVERSING,CAR,UNKNOWN,AFTERNOON,OTHER
18:30,NYAMIRA,AT REONZUNE AREA,2017-08-02,KEROKA SOTIK,SLIPPED WHILE NEGOTIATING A CORNER AND LANDED ON THE LEFT SIDE,CAR,UNKNOWN,EVENING,OTHER
22:00,MAKUENI,KWAKAKULU,2017-08-02,EMALI MATILIKU MURRAM,MOTORCYCLE WAS HIT BY THE CAR,CAR,DRIVER FAULT,NIGHT,OTHER
,NYERI,98 AREA,2017-08-01,NYERI NYAHURURU,HIT AND RUN,CAR,HIT AND RUN,NIGHT,A2
09:30,HOMA BAY,SIKRI AREA,2017-08-01,OYUGIS KISUMU,THE PERSON WAS RAN OVER BY THE SAID CAR,CAR,UNKNOWN,MORNING,OTHER
10:45,NYERI,MBIRIRI SHOPPING CENTER,2017-08-01,TAGWA NDATHI MURRAM,THE PERSON TRIED TO BOARD THE MOVING CAR AND FELL OFF,CAR,UNKNOWN,MORNING,OTHER
14:30,KILFI,MSABAHA AREA,2017-08-01,MOMBASA MALINDI,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,AFTERNOON,OTHER
14:00,TAITA TAVETA,NDARA AREA,2017-08-01,NAIROBI MOMBASA,THE CAR COLLIDED HEAD ON WITH THE TRAILER,CAR,HEAD ON,AFTERNOON,A109
20:10,TAITA TAVETA,MURKA AREA,2017-08-01,TAVETA MWATATE,THE CAR LOST CONTROL AND VEERED OF THE ROAD,CAR,MECHANICAL FAULT,EVENING,OTHER
20:00,MERU,NEAR ELEPHANT CORRIDOR,2017-08-01,NANYUKI MERU,THE CAR LOST CONTROL AND VEERED OF THE ROAD,CAR,DRIVER FAULT,EVENING,A2
17:00,KISUMU,KISIANI,2017-07-31,KISUMU BUSIA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,A104
,BARINGO,GATARAKWA,2017-07-30,NAKURU ELDORET,CAR HIT A PERSON CROSSING THE ROAD,CAR,VICTIM FAULT,NIGHT,A104
,MURANGA,MURANGA KANGEMA,2017-07-30,KAHAGAINI,HIT AND RUN,BUS,HIT AND RUN,NIGHT,OTHER
11:30,HOMABAY,KENDU BAY/OYUGIS JUNCTION,2017-07-30,KENDU BAY TOWN SHIP,LOST CONTROL AND RAMMED ON ANOTHER CAR,CAR,DRIVER FAULT,MORNING,OTHER
,NYANDARUA,FLY-OVER NJABINI,2017-07-30,ROAD KINYATTA,HIT AND KNOCKED DOWN THE BICYCLE,BICYCLE,UNKNOWN,NIGHT,OTHER
08:45,HOMABAY,SEKA AREA,2017-07-30,KENDU BAY KATITO,HIT AND KNONCKED DOWN A PERSON,CAR,UNKNOWN,MORNING,OTHER
19:30,KAKAMEGA,KUVASALI AREA,2017-07-30,KUVASALI IKOLI,CAR COLLIDED HEAD ON WITH MOTORCYCLE,CAR,HEAD ON,EVENING,OTHER
21:45,KERICHO,CHEBAON TRADING CENTER,2017-07-30,SOTIK KERICHO,CAR AVOIDED HITTING A MOTORCYCLE HENCE LANDING ON A DITCH,CAR,UNKNOWN,NIGHT,OTHER
21:00,NAKURU,MIGAA AREA,2017-07-30,NAKURU ELDORET,CAR HIT OTHER VIHICLES THROWING THEM OFF THE ROAD,CAR,DRIVER FAULT,NIGHT,A104
16:30,MAKUENI,KIBOKO AREA,2017-07-30,NAIROBI MOMBASA,CAR HIT A PERSON CROSSING THE ROAD,CAR,VICTIM FAULT,AFTERNOON,A109
17:00,TAITA TAVETA,BONDENI AREA,2017-07-30,MAUNGU KASIGU,CAR HIT A PERSON CROSSING THE ROAD,CAR,VICTIM FAULT,EVENING,OTHER
20:00,THARAKA NITHI,GIANGIRI AREA,2017-07-30,KIRIANE MUTINDWA,MOTORCYCLE HIT A PERSON CROSSING THE ROAD,MOTORCYCLE,VICTIM FAULT,EVENING,OTHER
,MARSABIT,ILL OUT AREA,2017-07-30,ILL OUT AREA,CAR KNOCKED DOWN THE MOTORCYCLE,CAR,UNKNOWN,NIGHT,OTHER
06:00,NAIROBI,KAYOLE JUNCTION,2017-07-29,SPINE,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,MORNING,OTHER
14:00,KERICHO,CHEPSIR AREA,2017-07-29,LONDAINI KERICHO,THEVEHICLE WAS ON A HILL AND STARTED MOVING BACKWARD AND HIT THE TRUCK,TRUCK,UNKNOWN,AFTERNOON,OTHER
17:30,MERU,MARA RIVER BRIGDGE,2017-07-29,MERU CHOGORIA,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,EVENING,OTHER
19:00,KERICHO,KEDOWA AREA,2017-07-29,LONDIANI KERICHO,THE CAR LOST CONTOL AND VEERED OFF THE ROAD,CAR,DRIVER FAULT,EVENING,OTHER
18:45,NYERI,KARATINA AREA,2017-07-29,KERUGOYA KARATINA,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,EVENING,OTHER
19:00,NAKURU,FREE AREA,2017-07-29,NAKURU NAIROBI,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,A104
18:30,MIGORI,TITINA AREA,2017-07-29,OGWEDHI OYANI MASAI MURRAM,THE CAR KNOCKED THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
20:50,KIAMBU,CLAYWORKS AREA,2017-07-29,THIKA SUPERHIGHWAY,THE VEHICE KNOCKED DOWN A VICTIO\M,CAR,VICTIM FAULT,EVENING,A2
22:30,MOMBASA,CORNER SOWETO AREA,2017-07-29,ROAD POTREITZ,THE PERSON WAS RAN OVER BY THE SAID CAR,CAR,UNKNOWN,NIGHT,OTHER
06:30,KIAMBU,GITARU SLIP,2017-07-28,KIKUYU WANGIGE,THE TRUCK BRAKES FAILED AND HIT THE MATATU,TRUCK,UNKNOWN,MORNING,OTHER
,NAIROBI,SATELITE,2017-07-28,ROAD KABIRIA,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,OTHER
10:50,BARINGO,AINAMOI,2017-07-28,KARBANET ITEN,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
12:00,NAROK,MALTAURO,2017-07-28,NAROK MAIMAHIU,THE TRUCK LOST CONTROL AND HIT THE MATATU,TRUCK,UNKNOWN,AFTERNOON,OTHER
17:50,KIAMBU,THIKA FLY OVER,2017-07-28,NGOIGWA THIKA,THE MOTORCYCLE RAMMED INTO THE RARE OF THE TRUCK,MOTORCYCLE,UNKNOWN,EVENING,OTHER
06:30,KERICHO,KIPSITET AREA,2017-07-27,KISUMU KERICHO,THE TRAILER BREAK FAILED AND LOST CONTROL VEERING OFF THE ROAD AND OVERTURNED,TRAILER,DRIVER FAULT,MORNING,OTHER
05:30,BARINGO,HILL TOP AREA,2017-07-27,NAKURU ELDORET,THE BUS RAMMED INTO THE RARE PART OF THE TRAILER,BUS,UNKNOWN,MORNING,A104
15:00,NAIROBI,NEAR KARATASI INDUSTRY,2017-07-27,ROAD ENTERPRISE,"THE TRUCK LOST CONTROL, VEERING OFF THE ROAD AND ROLLED",TRUCK,DRIVER FAULT,AFTERNOON,OTHER
15:00,MOMBASA,BAHATI AREA,2017-07-27,NAIROBI MOMBASA,THE TRUCK OVERAN A PERSON WHO TRIED TO STEAL A RIDE,TRUCK,UNKNOWN,AFTERNOON,A109
15:20,KISII,KIOGORO AREA,2017-07-27,KISII KILGORIS,THE CAR BREAKS FAILED LOST CONTROL HITTING THE MATATU AND THE MATATU COLLIDED WITH THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
15:00,MERU,NEAR FARM AREA,2017-07-27,MAUA KIENGU,THE MOTORCYCLE OVERAN THE OTHER ONE WHICH FELL DOWN,MOTORCYCLE,UNKNOWN,AFTERNOON,OTHER
11:30,NAIROBI,NEAR SHELL PETROL STATION,2017-07-27,KENYATTA AVENUE,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,OTHER
18:40,KISUMU,RIAT AREA,2017-07-27,KISUMU KAKAMEGA,THE MATATU OVERAN TWO P/PASSENGERS WHO FELL FROM THE MOTORCYCLE,MATATU,UNKNOWN,EVENING,A1
22:45,NYAMIRA,TOMBE AREA,2017-07-27,MOGOMBO KEMERA,THE CAR LOST CONTROL VEERING OFF THE ROAD AND KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,OTHER
02:40,NAKURU,MUKINYAI AREA,2017-07-27,NAKURU ELDORET,THE FH RAMMED INTO THE REAR OF THE TRAILER,TRAILER,UNKNOWN,NIGHT,A104
07:00,TRAN NZOIA,SIYENGA AREA,2017-07-26,KITALE ELDORET,THE CAR COLLIDED HEAD ON WITH MOTORCYCLE,CAR,HEAD ON,MORNING,OTHER
11:00,NAIROBI,AVENUE HOSPITAL,2017-07-26,FIRST PARKLANDS AVENUE,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,OTHER
11:30,NYAMIRA,KIJAURI TRADING CENTRE,2017-07-26,SOTIK KEROKA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
18:10,NAIROBI,DONHOLM SHELL PETROL STATION,2017-07-26,ROAD OUTERING,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
20:50,MAKUENI,TALEH HOTEL,2017-07-26,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,A109
07:30,MAKUENI,KYULU AREA,2017-07-25,NAIROBI MOMBASA,HEAD ON COLLISION,CAR,HEAD ON,MORNING,A109
15:40,KAKAMEGA,MABANGA,2017-07-25,WEBUYE ELDORET,HEAD ON COLLISION,BUS,HEAD ON,AFTERNOON,OTHER
14:45,NYERI,NEAR KIMATHI UNIVERSITY,2017-07-25,NYAHURURU MWEIGA,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
17:10,NAIROBI,NEAR HESHIMA JUNCTION,2017-07-25,FIRST AVENUE,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
18:30,EMBU,NDUNDA AREA,2017-07-25,KIBUKU EMBU,"THE CAR LOST CONTROL, VEERING OFF THE ROAD AND HIT A CALVERT",CAR,MECHANICAL FAULT,EVENING,OTHER
22:00,KISUMU,MOLASSES PLANT AREA,2017-07-25,KISUMU BUSIA,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,A104
02:30,NYERI,NEAR IRINDI PRIMARY SCHOOL,2017-07-25,IRINDI GATUGI,"THE MOTORCYCLE LOST CONTROL, VEERING OFF THE ROAD AND HIT A CALVERT",MOTORCYCLE,MECHANICAL FAULT,NIGHT,OTHER
,MAKUENI,HOLY GHOST HIGH SCHOOL,2017-07-24,NAIROBI MOMBASA,THE CAR LOST CONTROL AND LANDED INTO A DITCH,CAR,DRIVER FAULT,NIGHT,A109
,MAKUENI,HOLY GHOST HIGH SCHOOL,2017-07-24,NAIROBI MOMBASA,THE CAR LOST CONTROL AND LANDED INTO A DITCH,CAR,MECHANICAL FAULT,NIGHT,A109
06:00,MERU,KWA NJIRU STAGE,2017-07-24,MAUA KIUTUNI,THE CAR LOST CONTROL AND HIT THE MOTORCYCLE,CAR,DRIVER FAULT,MORNING,OTHER
17:30,KISII,DARAJA MBILI AREA,2017-07-24,MIGORI KISII,THE BUS LOT CONTROL DUE TO BRAKE FAILURE AND RAMMED INTO THE TRUCK WHICH HIT THE MOTORCYCLE,BUS,MECHANICAL FAULT,EVENING,A1
15:30,KAKAMEGA,BUSHANGALA AREA,2017-07-24,SIGALAGALA BUTERE,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
08:30,KIRINYAGA,KWA V AREA,2017-07-24,SAGANA MAKUTANO,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
20:00,KISUMU,PALA AREA,2017-07-24,KERICHO AWASI,HEAD ON COLLISION,CAR,HEAD ON,EVENING,OTHER
,NYANDARUA,NYAKARIANGA AREA,2017-07-24,OLKALAU NYAHURURU,HIT AND RUN,BUS,HIT AND RUN,NIGHT,OTHER
02:30,EMBU,KAMTUA,2017-07-24,KAMURUGU IRIAMURAI,THE BICYCLE LOST CONTROL AND LANDED INTO THE DITCH,BICYCLE,DRIVER FAULT,NIGHT,OTHER
08:00,BOMET,NEAR BOMET TOWN,2017-07-22,KAPLONG BOMET,HIT AND RUN,CAR,HIT AND RUN,MORNING,OTHER
18:15,NYAMIRA,RIAMARANGA AREA,2017-07-22,NYAMIRA KISII,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
20:30,MAKUENI,MAKINDU TOWN BRIDGE,2017-07-22,NAIROBI MOMBASA,THE BICYCLE RAMMED INTO THE BICYCLE,BICYCLE,UNKNOWN,EVENING,A109
19:30,VIHIGA,JEPTULU TRADING CENTRE,2017-07-22,KAPSABET CHAVAKALI,THE PERSON JUMPED FROM THE MOVING BICYCLE AND WAS OVERAN BY THE CAR,CAR,DRIVER FAULT,EVENING,OTHER
22:30,HOMA BAY,AGIGO AREA,2017-07-22,BONDO AGIGO,THE BICYCLE LOST CONTROL AND VEERED OFF THE ROAD AND LANDED INTO A DITCH,BICYCLE,MECHANICAL FAULT,NIGHT,OTHER
22:30,NYERI,KAGUNDUNI AREA,2017-07-22,TETU NYERI,HEAD ON COLLISION,MOTORCYCLE,HEAD ON,NIGHT,OTHER
23:00,KITUI,KATHIVO,2017-07-21,KITUI KABATI,THE UNKNOWN CAR HIT THE BICYCLE,CAR,DRIVER FAULT,NIGHT,OTHER
23:30,MACHAKOS,MLOLONGO,2017-07-21,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,A109
02:15,NAKURU,NAKURU TEACHERS COLLEGE,2017-07-21,NAKURU ELDORET,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,A104
21:00,KAJIADO,DOLEGESHI,2017-07-21,NAMANGA NAIROBI,THE CAR HIT THE TRUCK,CAR,DRIVER FAULT,NIGHT,A104
18:00,EMBU,KIRITIRI,2017-07-21,KIVAA KIRITIRI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
20:30,KIAMBU,WAKI STAGE,2017-07-21,THIKA SUPERHIGHWAY,THE CAR HIT ANOTHER CAR,CAR,DRIVER FAULT,EVENING,A2
18:00,KITUI,MUUNGU,2017-07-21,MWINGI KYUSO,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
18:30,NAIROBI,TRITON,2017-07-21,ROAD NAIVASHA,THE PERSON FELL DOWN WHILE HE WAS TRYING TO BOARD THE BUS,BUS,VICTIM FAULT,EVENING,OTHER
10:50,KITUI,KAVINDANI,2017-07-21,MACHAKOS KITUI,THE CAR HIT ANOTHER CAR,CAR,DRIVER FAULT,MORNING,OTHER
20:50,ELGEYO MARAKWET,MOROARIA,2017-07-19,ITEN ELDORET,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
20:00,NAIROBI,MWAMUTO,2017-07-19,ROAD GETA,THE PERSON JUMPED OUT OF THE CAR AND WAS RAN OVER,CAR,UNKNOWN,EVENING,OTHER
20:30,NANDI,KOSIRAI,2017-07-19,KAPSABET ELDORET,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
18:30,NAIROBI,UTHIRU,2017-07-19,WAIYAKI,TH CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
16:00,MACHAKOS,SIMBA CEMENT,2017-07-19,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,A109
15:00,SIAYA,GOT MATAR,2017-07-19,USENGE BONDO,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
15:00,SIAYA,GOT MATAR,2017-07-19,USENGE BONDO,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
16:00,KISII,NYAKEROMO,2017-07-19,KISII KEROKA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
04:00,MAKUENI,EMALI TOWN,2017-07-16,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A109
17:30,KERICHO,CHAGAIK AREA,2017-07-16,NAKURU KERICHO,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
19:00,KIAMBU,RAKUMA AREA,2017-07-16,NAIVASHA NAIROBI,HIT AND RUN,MOTORCYCLE,HIT AND RUN,EVENING,A104
20:20,NYERI,HIGHLANDS AREA,2017-07-16,NYERI MATHARI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
23:45,GARISSA,MADOGO AREA,2017-07-16,MWINGI GARISSA,THE CAR LOST CONTROL AND PLUGGED INTO TANA RIVER,CAR,MECHANICAL FAULT,NIGHT,A3
21:30,KAKAMEGA,MAKUNGA AREA,2017-07-16,MUMIAS KAKAMEGA,HIT AND RUN,MATATU,HIT AND RUN,NIGHT,OTHER
21:00,BUSIA,TINGOLO AREA,2017-07-16,MUMIAS BUTULA,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
21:00,BUSIA,TINGOLO AREA,2017-07-16,MUMIAS BUTULA,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,OTHER
,NAIROBI,IMARA DAIMA AREA,2017-07-16,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,A109
11:30,KAKAMEGA,NEAR MUKUMU BOYS,2017-07-15,KISUMU KAKAMEGA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,A1
15:30,GARISSA,NEAR MADOGO POLICE STATION,2017-07-15,MWINGI GARISSA,THE CAR LOST CONTROL VEERED OFF AND ROLLED SEVERAL TIMES,CAR,MECHANICAL FAULT,AFTERNOON,A3
17:00,NAIROBI,NEAR SHUJAA SHOPPING CENTRE,2017-07-15,ROAD KANGUNDO,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
17:30,NAIROBI,OPPOSITE PARLIAMENT BUILDING,2017-07-15,UHURU HIGHWAY,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
20:00,KAJIADO,NEAR CHINA TILES FACTORY,2017-07-15,KAJIADO ISINYA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,A104
10:30,NAKURU,PANDA AREA,2017-07-14,NAKURU NAIROBI,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,A104
13:00,KILIFI,KIWERERA AREA,2017-07-14,UKUNDA LIKONI,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
16:00,KISII,NYAKOE AREA,2017-07-14,KISUMU KISII,THE CAR KNOCKED DOWN A PERSON AND ROLLED,CAR,UNKNOWN,AFTERNOON,OTHER
16:00,KISII,NYAKOE AREA,2017-07-14,KISUMU KISII,THE CAR KNOCKED DOWN A PERSON AND ROLLED,CAR,UNKNOWN,AFTERNOON,OTHER
19:45,MOMBASA,NEAR MAGONGO NIGHT CLUB,2017-07-14,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,A109
18:30,MACHAKOS,KAVENGE AREA,2017-07-14,MWINGI MATUU,THE CAR GOT A TYRE BURST AND ROLLED,CAR,MECHANICAL FAULT,EVENING,OTHER
02:00,NAIROBI,SODOM AREA,2017-07-14,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,OTHER
21:40,BUNGOMA,FLYOVER,2017-07-13,ELDORET BUNGOMA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
01:00,MAKUENI,KYULU,2017-07-13,NAIROBI MOMBASA,THE CAR COLLIDED WITH THE OTHER CAR,CAR,UNKNOWN,NIGHT,A109
06:00,NAIROBI,NEAR SHELL PETROL STATION,2017-07-12,ROAD KANGUNDO,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,OTHER
14:00,GARISSA,NEAR SALAMA BAKARY,2017-07-12,KISMAIYO GARISSA,THE CAR KNOCKED THE TUKTUK AND COLLIDED WITH MOTORCYCLE,CAR,UNKNOWN,AFTERNOON,A3
15:20,KAKAMEGA,MATOYI STREAM,2017-07-12,SISOTE DOROFU MURRAM,THE PERSON WAS OVER RAN BY THE CAR,CAR,UNKNOWN,AFTERNOON,OTHER
21:30,NAKURU,FREE AREA,2017-07-12,NAKURU NAIROBI,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,A104
23:30,KWALE,LUNGALUNGA AREA,2017-07-12,MSAMBWENI LUNGALUNGA,THE VEHICLES COLLIDED HEAD ON,MATATU,HEAD ON,NIGHT,OTHER
23:45,KITUI,KANYONYO AREA,2017-07-12,KITUI KANYONYO,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
,MACHAKOS,GREENPARK AREA,2017-07-12,NAIROBI MOMBASA,THE VEHICLES COLLIDED HEAD ON,MATATU,HEAD ON,NIGHT,A109
10:00,KAKAMEGA,MATSAKHA AREA,2017-07-10,WEBUYE KAKAMEGA,THE CAR KNOCKED DOWN THE MOTORCYCLE,CAR,UNKNOWN,MORNING,A1
21:00,KIAMBU,NEAR KIU RIVER,2017-07-10,RUIRU KIAMBU,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
20:30,BUSIA,MATAYOS AREA,2017-07-10,KISUMU BUSIA,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,EVENING,A104
21:20,KISUMU,KASAGAM,2017-07-09,NAIROBI KISUMU,THE CAR HIT THE MATATU,CAR,DRIVER FAULT,NIGHT,A104
11:20,MAKUENI,NDOGOTE,2017-07-09,NAIROBI MOMBASA,HEAD ON COLLISION,MATATU,HEAD ON,MORNING,A109
21:55,NAIROBI,N MARKET,2017-07-09,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
21:45,NAIROBI,WARUGU,2017-07-09,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
18:00,WEST POKOT,BENDERA,2017-07-09,MAKUTANO LODWAR,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
17:30,NYERI,KAGUMO RIVER BRIDGE,2017-07-09,MURIGURU MUGANI,THE CAR LOST CONTROL AND THE PERSON DIED ON THE SPOT,CAR,DRIVER FAULT,EVENING,OTHER
17:30,NYERI,OTHAYA TOWN,2017-07-09,OTHAYA KARIMA,THE BICYCLE LOST CONTROL AND VEERED OFF THE ROAD HITTING A CULVERT,BICYCLE,UNKNOWN,EVENING,OTHER
08:00,EMBU,SIAKAGO,2017-07-09,SIAKAGO KATHENGE,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,OTHER
13:50,NAIROBI,KIBERA,2017-07-09,SOUTHERN BY PASS,HIT AND RUN,BUS,HIT AND RUN,AFTERNOON,A104S
